date,acc_temp,test_temp,rep,conc,obs,neonates,size_neonate,size_ephippia,size_adult,time_brood,brood_number,day,month,year
2019-05-04,25,25,3,67,neonates,1,NA,NA,NA,,,4,5,2019
2019-05-04,15,25,1,0,neonates,2,NA,NA,NA,,,4,5,2019
2019-05-04,15,25,1,4,neonates,3,NA,NA,NA,,,4,5,2019
2019-05-04,15,25,1,6,neonates,2,NA,NA,NA,,,4,5,2019
2019-05-04,15,25,1,9,neonates,1,NA,NA,NA,,,4,5,2019
2019-05-04,15,25,1,20,neonates,1,NA,NA,NA,,,4,5,2019
2019-05-04,15,25,2,4,neonates,1,NA,NA,NA,,,4,5,2019
2019-05-04,15,25,2,100,unknown,NA,NA,NA,NA,,,4,5,2019
2019-05-04,15,25,3,44,ephippia,NA,NA,NA,NA,,,4,5,2019
2019-05-04,25,25,2,0,dead,NA,NA,NA,NA,,,4,5,2019
2019-05-05,20,20,2,6,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,20,20,3,13,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,20,20,3,20,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,25,20,1,6,neonates,3,NA,NA,NA,,,5,5,2019
2019-05-05,25,20,1,13,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,25,20,2,6,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,25,20,2,20,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,25,20,3,20,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,25,20,3,30,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,15,20,1,0,neonates,4,NA,NA,NA,,,5,5,2019
2019-05-05,15,20,1,4,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,15,20,1,6,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,15,20,1,9,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,15,20,1,20,neonates,1,NA,NA,NA,,,5,5,2019
2019-05-05,15,20,2,4,neonates,1,NA,NA,NA,,,5,5,2019
2019-05-05,15,20,2,13,neonates,3,NA,NA,NA,,,5,5,2019
2019-05-05,15,20,2,20,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,15,20,3,44,neonates,3,NA,NA,NA,,,5,5,2019
2019-05-05,20,15,2,20,neonates,5,NA,NA,NA,,,5,5,2019
2019-05-05,25,15,2,30,neonates,4,NA,NA,NA,,,5,5,2019
2019-05-05,20,25,2,0,neonates,1,NA,NA,NA,,,5,5,2019
2019-05-05,15,25,1,13,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,15,25,1,30,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,15,25,1,44,neonates,2,NA,NA,NA,,,5,5,2019
2019-05-05,15,25,2,6,neonates,1,NA,NA,NA,,,5,5,2019
2019-05-05,25,20,1,20,dead,NA,NA,NA,NA,,,5,5,2019
2019-05-05,20,25,3,4,dead,NA,NA,NA,NA,,,5,5,2019
2019-05-05,15,25,3,9,dead,NA,NA,NA,NA,,,5,5,2019
2019-05-05,20,25,3,30,dead,NA,NA,NA,NA,,,5,5,2019
2019-05-05,20,15,3,13,dead,NA,NA,NA,NA,,,5,5,2019
2019-05-06,20,20,2,9,neonates,2,NA,NA,NA,,,6,5,2019
2019-05-06,20,20,2,13,neonates,2,NA,NA,NA,,,6,5,2019
2019-05-06,25,20,1,4,neonates,1,NA,NA,NA,,,6,5,2019
2019-05-06,25,20,1,9,neonates,1,NA,NA,NA,,,6,5,2019
2019-05-06,25,20,3,9,neonates,1,NA,NA,NA,,,6,5,2019
2019-05-06,15,20,1,13,neonates,2,NA,NA,NA,,,6,5,2019
2019-05-06,15,20,3,9,neonates,1,NA,NA,NA,,,6,5,2019
2019-05-06,15,20,3,20,neonates,3,NA,NA,NA,,,6,5,2019
2019-05-06,20,15,2,6,neonates,7,NA,NA,NA,,,6,5,2019
2019-05-06,20,15,2,13,neonates,5,NA,NA,NA,,,6,5,2019
2019-05-06,20,15,2,30,neonates,3,NA,NA,NA,,,6,5,2019
2019-05-06,20,15,3,44,ephippia,NA,NA,NA,NA,,,6,5,2019
2019-05-06,25,15,1,4,neonates,3,NA,NA,NA,,,6,5,2019
2019-05-06,25,15,1,13,neonates,4,NA,NA,NA,,,6,5,2019
2019-05-06,25,15,1,20,neonates,4,NA,NA,NA,,,6,5,2019
2019-05-06,25,15,2,30,neonates,2,NA,NA,NA,,,6,5,2019
2019-05-06,15,25,1,0,ephippia,NA,NA,NA,NA,,,6,5,2019
2019-05-06,15,25,1,9,ephippia,NA,NA,NA,NA,,,6,5,2019
2019-05-06,25,25,2,20,neonates,1,NA,NA,NA,,,6,5,2019
2019-05-06,25,25,3,20,neonates,1,NA,NA,NA,,,6,5,2019
2019-05-06,20,25,3,6,neonates,1,NA,NA,NA,,,6,5,2019
2019-05-06,20,25,3,13,neonates,3,NA,NA,NA,,,6,5,2019
2019-05-06,20,25,3,20,ephippia,NA,NA,NA,NA,,,6,5,2019
2019-05-06,20,25,3,30,neonates,2,NA,NA,NA,,,6,5,2019
2019-05-07,20,20,2,20,neonates,2,1.33,NA,3.01,,,7,5,2019
2019-05-07,25,20,1,67,neonates,1,0.93,NA,3.056666667,,,7,5,2019
2019-05-07,25,20,1,6,ephippia,NA,NA,1.35,2.99,,,7,5,2019
2019-05-07,25,20,2,0,neonates,1,1.316666667,NA,2.79,,,7,5,2019
2019-05-07,15,20,2,100,neonates,2,0.906666667,NA,2.356666667,,,7,5,2019
2019-05-07,15,20,2,9,neonates,2,1.343333333,NA,2.783333333,,,7,5,2019
2019-05-07,15,20,2,0,neonates,1,1.35,NA,2.816666667,,,7,5,2019
2019-05-07,15,20,3,30,neonates,2,1.205,NA,2.776666667,,,7,5,2019
2019-05-07,15,20,3,6,neonates,2,1.04,NA,2.863333333,,,7,5,2019
2019-05-07,20,15,2,30,neonates,2,0.883333333,NA,3.12,,,7,5,2019
2019-05-07,20,25,2,67,neonates,2,1.255,NA,2.92,,,7,5,2019
2019-05-07,20,25,2,20,neonates,2,1.038333333,NA,3.01,,,7,5,2019
2019-05-07,20,25,2,6,neonates,2,1.298333333,NA,2.753333333,,,7,5,2019
2019-05-07,20,25,2,4,neonates,3,1.006666667,NA,2.84,,,7,5,2019
2019-05-07,20,25,3,0,neonates,1,1.24,NA,2.81,,,7,5,2019
2019-05-07,15,25,1,20,ephippia,NA,NA,1.3,2.6,,,7,5,2019
2019-05-07,15,25,1,6,ephippia,NA,NA,1.206666667,2.61,,,7,5,2019
2019-05-07,15,25,1,4,ephippia,NA,NA,1.28,2.713333333,,,7,5,2019
2019-05-07,15,25,2,30,neonates,1,0.97,NA,2.846666667,,,7,5,2019
2019-05-07,15,25,2,13,neonates,2,0.995,NA,2.82,,,7,5,2019
2019-05-07,15,25,2,4,neonates,1,1.01,NA,2.76,,,7,5,2019
2019-05-07,15,25,3,67,neonates,2,1.09,NA,2.74,,,7,5,2019
2019-05-07,15,25,3,20,ephippia,NA,NA,1.23,2.79,,,7,5,2019
2019-05-07,15,25,3,4,neonates,2,0.971666667,NA,2.816666667,,,7,5,2019
2019-05-07,25,25,1,44,neonates,2,0.993333333,NA,2.88,,,7,5,2019
2019-05-07,25,25,1,30,neonates,2,1.01,NA,2.99,,,7,5,2019
2019-05-07,25,25,1,20,neonates,1,1.3,NA,3.05,,,7,5,2019
2019-05-07,25,25,1,9,neonates,1,1.356666667,NA,2.933333333,,,7,5,2019
2019-05-07,25,25,1,4,neonates,2,1.065,NA,2.796666667,,,7,5,2019
2019-05-07,25,25,2,44,neonates,1,1.56,NA,2.833333333,,,7,5,2019
2019-05-07,25,25,2,20,neonates,1,1.03,NA,3.01,,,7,5,2019
2019-05-07,25,25,2,13,neonates,2,1.033333333,NA,2.966666667,,,7,5,2019
2019-05-07,25,25,2,4,neonates,1,1.57,NA,2.96,,,7,5,2019
2019-05-07,25,25,3,44,neonates,1,1.05,NA,2.82,,,7,5,2019
2019-05-07,25,25,3,13,neonates,2,1.385,NA,2.893333333,,,7,5,2019
2019-05-08,15,20,1,30,neonates,2,1.05,NA,3.08,,,8,5,2019
2019-05-08,15,20,1,6,dead,2,1.023333333,NA,3.08,,,8,5,2019
2019-05-08,15,20,1,0,neonates,1,1.04,NA,3.25,,,8,5,2019
2019-05-08,15,20,3,44,neonates,2,0.971666667,NA,2.643333333,,,8,5,2019
2019-05-08,15,20,3,4,neonates,2,0.978333333,NA,2.98,,,8,5,2019
2019-05-08,15,20,3,0,neonates,2,0.97,NA,2.946666667,,,8,5,2019
2019-05-08,20,20,2,100,neonates,2,1.27,NA,3.156666667,,,8,5,2019
2019-05-08,20,20,3,100,ephippia,NA,NA,1.266666667,3.11,,,8,5,2019
2019-05-08,20,20,3,20,neonates,3,1.025555556,NA,3.17,,,8,5,2019
2019-05-08,20,20,3,4,neonates,2,1,NA,3.166666667,,,8,5,2019
2019-05-08,25,20,2,20,neonates,2,1.008333333,NA,2.86,,,8,5,2019
2019-05-08,25,20,2,4,ephippia,NA,NA,1.246666667,2.966666667,,,8,5,2019
2019-05-08,25,20,3,4,neonates,1,1.04,NA,3.18,,,8,5,2019
2019-05-08,20,15,2,67,neonates,5,0.794,NA,2.72,,,8,5,2019
2019-05-08,20,15,3,100,neonates,1,0.883333333,NA,2.43,,,8,5,2019
2019-05-08,15,15,2,30,neonates,7,0.851333333,NA,2.79,,,8,5,2019
2019-05-08,15,15,2,20,neonates,5,0.844,NA,2.55,,,8,5,2019
2019-05-08,15,15,3,100,neonates,10,0.797,NA,2.58,,,8,5,2019
2019-05-08,15,15,3,67,neonates,10,0.974166667,NA,2.793333333,,,8,5,2019
2019-05-08,20,25,2,9,neonates,2,1.07,NA,3.06,,,8,5,2019
2019-05-08,20,25,3,44,neonates,2,1.306666667,NA,2.87,,,8,5,2019
2019-05-08,15,25,1,13,ephippia,NA,NA,1.17,2.826666667,,,8,5,2019
2019-05-08,15,25,2,44,neonates,2,0.958333333,NA,2.696666667,,,8,5,2019
2019-05-08,15,25,2,9,neonates,2,1.001666667,NA,2.953333333,,,8,5,2019
2019-05-08,15,25,3,13,neonates,2,1.286666667,NA,2.783333333,,,8,5,2019
2019-05-08,15,25,3,0,neonates,1,1.016666667,NA,2.676666667,,,8,5,2019
2019-05-08,25,25,1,67,neonates,1,1.196666667,NA,2.876666667,,,8,5,2019
2019-05-08,25,25,1,9,neonates,1,0.97,NA,2.87,,,8,5,2019
2019-05-08,25,25,2,44,neonates,2,1.025,NA,2.88,,,8,5,2019
2019-05-08,25,25,2,4,neonates,1,0.996666667,NA,3.143333333,,,8,5,2019
2019-05-08,25,25,3,30,ephippia,NA,NA,1.25,3.05,,,8,5,2019
2019-05-08,25,25,3,20,neonates,1,1.02,NA,3.093333333,,,8,5,2019
2019-05-08,25,25,3,4,neonates,2,1.281666667,NA,2.88,,,8,5,2019
2019-05-09,20,20,2,20,neonates,2,0.998333333,NA,3.15,,,9,5,2019
2019-05-09,20,20,2,13,ephippia,NA,NA,1.32,3.07,,,9,5,2019
2019-05-09,20,20,2,9,ephippia,NA,NA,1.34,3.25,,,9,5,2019
2019-05-09,20,20,2,6,neonates,2,1.008333333,NA,3.26,,,9,5,2019
2019-05-09,20,20,2,4,neonates,1,1.01,NA,2.98,,,9,5,2019
2019-05-09,25,20,1,30,ephippia,NA,NA,1.316666667,2.916666667,,,9,5,2019
2019-05-09,25,20,1,13,ephippia,NA,NA,1.36,3.173333333,,,9,5,2019
2019-05-09,15,20,2,9,neonates,3,1.032222222,NA,3.146666667,,,9,5,2019
2019-05-09,15,20,2,0,neonates,1,1.11,NA,3.08,,,9,5,2019
2019-05-09,25,20,3,67,neonates,2,1.108333333,NA,3.116666667,,,9,5,2019
2019-05-09,25,20,3,44,neonates,1,1.34,NA,2.9,,,9,5,2019
2019-05-09,25,20,3,20,neonates,2,1.025,NA,3.16,,,9,5,2019
2019-05-09,15,20,1,9,neonates,2,1.0125,NA,3.166666667,,,9,5,2019
2019-05-09,15,20,1,4,neonates,2,0.976666667,NA,3.073333333,,,9,5,2019
2019-05-09,15,20,2,44,neonates,5,0.906,NA,2.7,,,9,5,2019
2019-05-09,20,15,3,0,neonates,3,0.878888889,NA,2.873333333,,,9,5,2019
2019-05-09,25,15,1,6,ephippia,NA,NA,1.35,3.12,,,9,5,2019
2019-05-09,25,15,2,20,neonates,4,0.904444444,NA,2.76,,,9,5,2019
2019-05-09,25,15,2,13,neonates,4,0.93,NA,3.05,,,9,5,2019
2019-05-09,15,15,2,100,neonates,6,0.782857143,NA,2.826666667,,,9,5,2019
2019-05-09,15,15,2,67,neonates,2,0.865,NA,2.523333333,,,9,5,2019
2019-05-09,15,15,3,44,neonates,11,0.815,NA,2.88,,,9,5,2019
2019-05-09,15,15,3,30,neonates,11,0.841666667,NA,2.84,,,9,5,2019
2019-05-09,15,15,3,20,neonates,12,0.854166667,NA,2.85,,,9,5,2019
2019-05-09,20,25,2,67,neonates,1,1.03,NA,2.97,,,9,5,2019
2019-05-09,20,25,3,30,ephippia,NA,NA,1.34,3.01,,,9,5,2019
2019-05-09,20,25,3,13,neonates,1,1.22,NA,2.96,,,9,5,2019
2019-05-09,20,25,3,6,ephippia,NA,NA,1.2,2.91,,,9,5,2019
2019-05-09,25,25,2,20,neonates,3,0.98,NA,3.07,,,9,5,2019
2019-05-09,25,25,2,13,neonates,2,1.01,NA,3.14,,,9,5,2019
2019-05-09,20,25,3,30,neonates,2,1.041666667,NA,3.02,,,9,5,2019
2019-05-09,15,25,1,20,neonates,1,1.23,NA,2.99,,,9,5,2019
2019-05-09,15,25,3,30,neonates,2,1.24,NA,2.94,,,9,5,2019
2019-05-09,15,25,3,4,neonates,2,1.25,NA,2.93,,,9,5,2019
2019-05-10,20,20,3,13,neonates,1,NA,NA,NA,,,10,5,2019
2019-05-10,25,20,2,6,neonates,3,NA,NA,NA,,,10,5,2019
2019-05-10,25,20,2,44,neonates,2,NA,NA,NA,,,10,5,2019
2019-05-10,15,20,2,100,neonates,4,NA,NA,NA,,,10,5,2019
2019-05-10,15,20,1,13,neonates,3,NA,NA,NA,,,10,5,2019
2019-05-10,15,20,1,30,neonates,6,NA,NA,NA,,,10,5,2019
2019-05-10,15,20,2,0,neonates,2,NA,NA,NA,,,10,5,2019
2019-05-10,15,20,2,6,neonates,4,NA,NA,NA,,,10,5,2019
2019-05-10,15,20,3,9,neonates,2,NA,NA,NA,,,10,5,2019
2019-05-10,15,25,1,30,neonates,3,NA,NA,NA,,,10,5,2019
2019-05-10,15,25,1,44,neonates,2,NA,NA,NA,,,10,5,2019
2019-05-10,15,25,2,4,neonates,2,NA,NA,NA,,,10,5,2019
2019-05-10,15,25,2,6,neonates,4,NA,NA,NA,,,10,5,2019
2019-05-10,15,25,2,9,neonates,2,NA,NA,NA,,,10,5,2019
2019-05-10,15,25,2,13,neonates,2,NA,NA,NA,,,10,5,2019
2019-05-10,15,25,2,30,neonates,2,NA,NA,NA,,,10,5,2019
2019-05-10,15,25,2,67,neonates,2,NA,NA,NA,,,10,5,2019
2019-05-10,15,25,3,6,neonates,1,NA,NA,NA,,,10,5,2019
2019-05-10,15,25,3,13,neonates,3,NA,NA,NA,,,10,5,2019
2019-05-10,15,25,3,44,neonates,4,NA,NA,NA,,,10,5,2019
2019-05-10,20,25,3,67,neonates,2,1.03,NA,2.95,,,10,5,2019
2019-05-10,25,15,2,67,neonates,3,0.883333333,NA,2.69,,,10,5,2019
2019-05-10,25,15,2,30,dead,7,0.850952381,NA,2.97,,,10,5,2019
2019-05-10,25,15,3,30,neonates,5,0.97,NA,2.98,,,10,5,2019
2019-05-10,25,15,3,6,neonates,3,1.111111111,NA,2.665,,,10,5,2019
2019-05-10,25,25,2,44,neonates,2,0.913333333,NA,2.98,,,10,5,2019
2019-05-10,25,25,2,6,neonates,4,0.905833333,NA,3.12,,,10,5,2019
2019-05-10,25,25,3,67,neonates,3,0.966666667,NA,3.06,,,10,5,2019
2019-05-10,25,25,3,4,neonates,2,1.23,NA,3.21,,,10,5,2019
2019-05-11,25,20,2,4,neonates,3,NA,NA,NA,,,11,5,2019
2019-05-11,25,20,2,13,neonates,3,NA,NA,NA,,,11,5,2019
2019-05-11,25,20,2,20,neonates,4,NA,NA,NA,,,11,5,2019
2019-05-11,25,20,3,4,neonates,5,NA,NA,NA,,,11,5,2019
2019-05-11,25,20,3,9,neonates,4,NA,NA,NA,,,11,5,2019
2019-05-11,25,20,3,67,neonates,5,NA,NA,NA,,,11,5,2019
2019-05-11,15,20,1,20,neonates,2,NA,NA,NA,,,11,5,2019
2019-05-11,15,20,2,9,neonates,3,NA,NA,NA,,,11,5,2019
2019-05-11,15,20,3,0,neonates,4,NA,NA,NA,,,11,5,2019
2019-05-11,15,20,3,6,neonates,1,NA,NA,NA,,,11,5,2019
2019-05-11,15,20,3,30,neonates,2,NA,NA,NA,,,11,5,2019
2019-05-11,15,20,3,44,neonates,1,NA,NA,NA,,,11,5,2019
2019-05-11,15,20,3,67,neonates,8,NA,NA,NA,,,11,5,2019
2019-05-11,25,25,2,4,neonates,5,NA,NA,NA,,,11,5,2019
2019-05-11,15,25,2,44,neonates,1,NA,NA,NA,,,11,5,2019
2019-05-11,15,25,2,67,neonates,4,NA,NA,NA,,,11,5,2019
2019-05-11,15,25,1,4,neonates,1,NA,NA,NA,,,11,5,2019
2019-05-11,15,25,3,6,neonates,5,NA,NA,NA,,,11,5,2019
2019-05-11,15,25,1,100,dead,NA,NA,NA,NA,,,11,5,2019
2019-05-11,15,25,1,20,dead,NA,NA,NA,NA,,,11,5,2019
2019-05-12,25,20,3,20,neonates,4,NA,NA,NA,,,12,5,2019
2019-05-12,25,20,3,30,neonates,6,NA,NA,NA,,,12,5,2019
2019-05-12,25,20,3,44,neonates,3,NA,NA,NA,,,12,5,2019
2019-05-12,25,20,3,67,neonates,2,NA,NA,NA,,,12,5,2019
2019-05-12,15,20,2,4,neonates,4,NA,NA,NA,,,12,5,2019
2019-05-12,15,20,2,13,neonates,3,NA,NA,NA,,,12,5,2019
2019-05-12,15,20,2,20,neonates,3,NA,NA,NA,,,12,5,2019
2019-05-12,15,20,1,0,neonates,6,NA,NA,NA,,,12,5,2019
2019-05-12,15,20,1,4,neonates,7,NA,NA,NA,,,12,5,2019
2019-05-12,15,20,1,9,neonates,6,NA,NA,NA,,,12,5,2019
2019-05-12,15,20,1,44,neonates,3,NA,NA,NA,,,12,5,2019
2019-05-12,15,20,1,67,neonates,2,NA,NA,NA,,,12,5,2019
2019-05-12,15,20,3,4,neonates,2,NA,NA,NA,,,12,5,2019
2019-05-12,15,20,3,9,neonates,1,NA,NA,NA,,,12,5,2019
2019-05-12,25,25,3,4,neonates,3,NA,NA,NA,,,12,5,2019
2019-05-12,25,25,3,13,neonates,5,NA,NA,NA,,,12,5,2019
2019-05-12,25,25,3,20,neonates,4,NA,NA,NA,,,12,5,2019
2019-05-12,25,25,3,30,neonates,5,NA,NA,NA,,,12,5,2019
2019-05-12,15,25,1,0,neonates,1,NA,NA,NA,,,12,5,2019
2019-05-12,15,25,1,6,neonates,4,NA,NA,NA,,,12,5,2019
2019-05-12,15,25,1,44,neonates,1,NA,NA,NA,,,12,5,2019
2019-05-12,15,25,1,67,neonates,3,NA,NA,NA,,,12,5,2019
2019-05-12,15,25,2,4,neonates,3,NA,NA,NA,,,12,5,2019
2019-05-12,15,25,2,13,neonates,1,NA,NA,NA,,,12,5,2019
2019-05-12,15,25,2,30,neonates,4,NA,NA,NA,,,12,5,2019
2019-05-12,15,25,3,0,neonates,7,NA,NA,NA,,,12,5,2019
2019-05-12,15,25,3,4,neonates,4,NA,NA,NA,,,12,5,2019
2019-05-12,15,25,3,13,neonates,6,NA,NA,NA,,,12,5,2019
2019-05-12,15,25,3,20,neonates,5,NA,NA,NA,,,12,5,2019
2019-05-12,15,25,3,30,neonates,4,NA,NA,NA,,,12,5,2019
2019-05-12,15,25,3,44,neonates,3,NA,NA,NA,,,12,5,2019
2019-05-12,15,25,3,67,neonates,2,NA,NA,NA,,,12,5,2019
2019-05-12,15,15,1,4,neonates,2,NA,NA,NA,,,12,5,2019
2019-05-12,15,15,2,0,neonates,3,NA,NA,NA,,,12,5,2019
2019-05-12,15,15,2,13,neonates,1,NA,NA,NA,,,12,5,2019
2019-05-13,15,20,2,44,neonates,1,0.92,NA,2.83,,,13,5,2019
2019-05-13,15,20,2,9,neonates,4,1.018333333,NA,3.16,,,13,5,2019
2019-05-13,15,20,2,6,neonates,5,1.0225,NA,3.17,,,13,5,2019
2019-05-13,15,20,2,0,neonates,3,0.987777778,NA,3.37,,,13,5,2019
2019-05-13,15,20,3,44,neonates,1,1.18,NA,2.78,,,13,5,2019
2019-05-13,15,20,3,13,neonates,4,0.916666667,NA,3.26,,,13,5,2019
2019-05-13,15,20,3,9,neonates,4,0.94,NA,3.17,,,13,5,2019
2019-05-13,15,25,2,100,neonates,1,0.88,NA,2.7,,,13,5,2019
2019-05-13,15,25,2,30,neonates,1,0.96,NA,3.21,,,13,5,2019
2019-05-13,15,25,2,9,neonates,4,0.91,NA,3.11,,,13,5,2019
2019-05-13,15,25,2,6,neonates,4,0.945,NA,3.08,,,13,5,2019
2019-05-13,15,15,2,9,neonates,1,0.94,NA,2.65,,,13,5,2019
2019-05-13,15,15,3,13,neonates,1,0.9,NA,2.85,,,13,5,2019
2019-05-14,15,15,2,67,dead,NA,NA,NA,2.19,,,14,5,2019
2019-05-14,15,15,2,30,ephippia,NA,NA,1.34,2.76,,,14,5,2019
2019-05-14,15,15,2,13,neonates,1,0.87,NA,2.68,,,14,5,2019
2019-05-14,15,25,2,100,dead,NA,NA,NA,2.67,,,14,5,2019
2019-05-14,15,25,2,67,neonates,2,0.965,NA,2.91,,,14,5,2019
2019-05-14,15,25,3,30,neonates,4,0.932,NA,3.1,,,14,5,2019
2019-05-14,15,25,3,6,neonates,3,0.993333333,NA,3.18,,,14,5,2019
2019-05-14,15,20,2,13,neonates,4,0.9325,NA,3.06,,,14,5,2019
2019-05-14,15,20,3,44,neonates,3,0.915555556,NA,3.09,,,14,5,2019
2019-05-14,15,20,3,30,neonates,3,0.993333333,NA,3.02,,,14,5,2019
2019-05-14,15,20,3,6,neonates,7,0.904761905,NA,3.22,,,14,5,2019
2019-05-14,15,20,3,0,neonates,7,0.88047619,NA,3,,,14,5,2019
2019-05-15,15,20,2,100,neonates,1,0.79,NA,2.75,,,15,5,2019
2019-05-15,15,20,2,20,neonates,4,0.966666667,NA,3.1,,,15,5,2019
2019-05-15,15,20,2,4,neonates,6,0.952777778,NA,3.2,,,15,5,2019
2019-05-15,15,20,3,4,neonates,6,0.958095238,NA,3.05,,,15,5,2019
2019-05-15,15,15,2,44,neonates,2,0.906666667,NA,2.77,,,15,5,2019
2019-05-15,15,15,2,20,neonates,2,0.92,NA,2.69,,,15,5,2019
2019-05-15,15,25,2,44,neonates,3,0.923333333,NA,2.74,,,15,5,2019
2019-05-15,15,25,2,30,neonates,4,0.918333333,NA,3.2,,,15,5,2019
2019-05-15,15,25,3,67,dead,1,0.81,NA,2.72,,,15,5,2019
2019-05-15,15,25,3,44,neonates,2,0.96,NA,3.03,,,15,5,2019
2019-05-15,15,25,3,20,ephippia,NA,NA,1.36,3.08,,,15,5,2019
2019-05-15,15,25,3,13,neonates,4,0.918333333,NA,3.01,,,15,5,2019
2019-05-15,15,25,3,4,neonates,2,0.988333333,NA,2.93,,,15,5,2019
2019-05-16,15,20,3,67,neonates,4,1.1825,NA,3.06,,,16,5,2019
2019-05-16,15,20,3,20,neonates,4,1.155,NA,3.18,,,16,5,2019
2019-05-16,15,20,3,13,neonates,8,0.965047619,NA,3.65,,,16,5,2019
2019-05-16,15,25,3,0,neonates,2,1.016666667,NA,3.12,,,16,5,2019
